id:ID(Drug),label,iri,chebi_id,atc_code,drug_type,drug_class,primary_indication,secondary_indications,mechanism_summary,status_overall,approved_regions,source,raw_source_ids
ns2330,NS2330,https://www.alzforum.org/therapeutics/ns2330,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,"NS2330 is a monoamine uptake inhibitor that inhibits norepinephrine, serotonin, and dopamine reuptake. Tesofensine inhibits the presynaptic uptake of these monoamine neurotransmitters and stimulates the cholinergic system indirectly ( Lehr et al., 2008 ).",discontinued,,AlzForum.Therapeutics,ns2330
nsc001,NSC001,https://www.alzforum.org/therapeutics/nsc001,,,Small Molecule,Cholinergic System,Alzheimer's Disease,,Insufficient activity of the cholinergic system is associated with AD and cognitive decline. Two different strategies have been used to increase cholinergic activity in the AD brain: 1) acetylcholinesterase inhibitors and 2) direct stimulation of cholinergic receptors.,ongoing,,AlzForum.Therapeutics,nsc001
nt-0796,NT-0796,https://www.alzforum.org/therapeutics/nt-0796,,,Small Molecule,Inflammation,Parkinson's Disease,,"NT-0796 is an oral, brain-penetrant inhibitor of inflammasomes that contain NLRP3, aka nod-like receptor family pyrin domain-containing protein 3. Inflammasomes are multiprotein, cytosolic complexes that function as sensors in the innate immune system.",ongoing,,AlzForum.Therapeutics,nt-0796
ntrx-07,NTRX-07,https://www.alzforum.org/therapeutics/ntrx-07,,,Small Molecule,"Inflammation, Other",Alzheimer's Disease,,"NTRX-07 is a cannabinoid receptor agonist. It enters the central nervous system and activates receptors on microglia, reportedly to reduce neuroinflammation.",ongoing,,AlzForum.Therapeutics,ntrx-07
nuplazid,Nuplazid,https://www.alzforum.org/therapeutics/nuplazid,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Schizophrenia, Dementia, Depression",Parkinson's psychosis,"Pimavanserin is a serotonergic agent, specifically a selective serotonin (5-HT) 2A receptor inverse agonist. In April 2016, the FDA approved this once-daily atypical antipsychotic to treat the delusions and hallucinations that are a feature of psychosis in Parkinson's disease, and it came on the market in the U.S.",discontinued,,AlzForum.Therapeutics,nuplazid
nurowntm,NurOwn™,https://www.alzforum.org/therapeutics/nurowntm,,,Other,Other,Amyotrophic Lateral Sclerosis,,"NurOwn™ comprises mesenchymal stem cells enriched from patients’ own bone marrow, propagated in the lab, and induced to secrete neurotrophic factors. The cells are transplanted back into the patients’ spinal cord and muscle, where the neurotrophic factors are expected to promote neuron survival, and slow down disease progression.",ongoing,,AlzForum.Therapeutics,nurowntm
nuz-001,NUZ-001,https://www.alzforum.org/therapeutics/nuz-001,,,Small Molecule,Other,Amyotrophic Lateral Sclerosis,Deworming sheep,"NUZ-001, also known as monepantel, is used worldwide in veterinary medicine to control intestinal nematodes, especially in sheep. Its target, a nematode-specific nicotinic acetylcholine receptor subunit, is not present in humans.",ongoing,,AlzForum.Therapeutics,nuz-001
nx210c,NX210c,https://www.alzforum.org/therapeutics/nx210c,,,Small Molecule,Other,"Amyotrophic Lateral Sclerosis, Parkinson's Disease",,NX210c is a cyclized 12-amino-acid peptide derived from a protein involved in embryonic neuronal development. It is delivered by intravenous injection.,ongoing,,AlzForum.Therapeutics,nx210c
nyx-458,NYX-458,https://www.alzforum.org/therapeutics/nyx-458,,,Small Molecule,Other Neurotransmitters,PD-MCI,,"NYX-458 is an oral NMDA receptor modulator with pro-cognitive and antidepressant actions. It was being developed to treat cognitive impairment in people with Parkinson’s disease, where it was intended to mitigate NMDA receptor dysregulation caused by a lack of dopamine.",discontinued,,AlzForum.Therapeutics,nyx-458
obicetrapib,Obicetrapib,https://www.alzforum.org/therapeutics/obicetrapib,,,Small Molecule,Cholesterol,Alzheimer's Disease,,This cholesteryl ester transfer protein (CETP) inhibitor is being developed primarily as a cholesterol-targeted therapy to reduce cardiovascular disease. CETP inhibitors block the transfer of cholesteryl esters from high-density lipoprotein (HDL) into other lipoproteins; in this way they promote removal of cholesterol by HDL.,ongoing,,AlzForum.Therapeutics,obicetrapib
octagam%C2%AE,Octagam®10%,https://www.alzforum.org/therapeutics/octagam%C2%AE,,,Immunotherapy (passive),"Amyloid-Related, Inflammation","Alzheimer's Disease, Mild Cognitive Impairment",Immunodeficiency disorders,NewGam/Octagam® is an intravenous immunoglobulin preparation by the Switzerland-based company Octapharma. It is a marketed product.,unknown,,AlzForum.Therapeutics,octagam%C2%AE
olx-07010,OLX-07010,https://www.alzforum.org/therapeutics/olx-07010,,,Small Molecule,Tau,Alzheimer's Disease,,"OLX-07010 is a small-molecule inhibitor of tau self-association that is being tested for Alzheimer’s disease. The rationale for this approach is that blocking this initial step in tau aggregation will prevent the acute toxicity of oligomers (e.g., Fá et al., 2016 ; Tian et al., 2013 ), as well as the subsequent formation of fibrils and tangles, and propagation of pathology through the brain.",ongoing,,AlzForum.Therapeutics,olx-07010
opm-201,OPM-201,https://www.alzforum.org/therapeutics/opm-201,,,Small Molecule,Other,Parkinson's Disease,,"This small molecule, brain-penetrant inhibitor of the leucine-rich repeat kinase LRRK2 is being developed as a treatment for Parkinson’s disease. LRRK2, also known as Dardarin, is a large, multidomain protein containing serine and threonine kinase activity.",ongoing,,AlzForum.Therapeutics,opm-201
orm-12741,ORM-12741,https://www.alzforum.org/therapeutics/orm-12741,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,ORM-12741 is an orally available α 2c adrenergic receptor antagonist being developed for Alzheimer's disease by the Finnish company Orion. The role of the α 2c adrenergic receptor in Alzheimer's disease is poorly understood.,ongoing,,AlzForum.Therapeutics,orm-12741
pbft02,PBFT02,https://www.alzforum.org/therapeutics/pbft02,,,DNA/RNA-based,Other,Frontotemporal Dementia,,PBFT02 is a gene-replacement therapy that uses adeno-associated virus serotype 1 (AAV1) to deliver a functional copy of the progranulin gene GRN to the brain. Progranulin mutations are a frequent cause of familial frontotemporal dementia.,ongoing,,AlzForum.Therapeutics,pbft02
pbt2,PBT2,https://www.alzforum.org/therapeutics/pbt2,,,Small Molecule,"Amyloid-Related, Metals","Alzheimer's Disease, Huntington's Disease",,PBT2 is a metal protein-attenuating compound (MPAC) being developed for treatment of both Alzheimer's and Huntington's diseases. It is an 8-hydroxyquinoline derivative that disrupts the interaction between metals and the Aβ peptide in the brain.,unknown,,AlzForum.Therapeutics,pbt2
pepinemab,Pepinemab,https://www.alzforum.org/therapeutics/pepinemab,,,Immunotherapy (passive),Inflammation,"Alzheimer's Disease, Huntington's Disease",,"Pepinemab is a humanized IgG4 monoclonal antibody to semaphorin 4D, a multifunctional membrane glycoprotein expressed by oligodendrocytes and astrocytes in the central nervous system. In response to stress or injury, neurons release soluble Sema4D, which binds to receptors on glia and activates inflammatory cytokine release.",ongoing,,AlzForum.Therapeutics,pepinemab
pf-05212377,PF-05212377,https://www.alzforum.org/therapeutics/pf-05212377,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,"SAM-760 is an orally available antagonist of the serotonin 6 receptor (5-HT 6 ). By modulating serotonin levels in the brain, 5-HT 6 antagonists are thought to lead to secondary increases in the levels of the neurotransmitters acetylcholine and glutamate, benefitting learning and memory.",discontinued,,AlzForum.Therapeutics,pf-05212377
pf-06648671,PF-06648671,https://www.alzforum.org/therapeutics/pf-06648671,,,Small Molecule,Amyloid-Related,Alzheimer's Disease,,PF-06648671 is a γ-secretase modulator Pfizer was developing for the treatment of Alzheimer's disease. No preclinical information is publicly available on this compound.,discontinued,,AlzForum.Therapeutics,pf-06648671
pf-06751979,PF-06751979,https://www.alzforum.org/therapeutics/pf-06751979,,,Small Molecule,Amyloid-Related,Alzheimer's Disease,,Pfizer developed the BACE 1 inhibitor PF-06751979 for the treatment of Alzheimer's disease to Phase 1. This inhibitor is selective for BACE1 over BACE2 and the related aspartyl protease Cathepsin D.,discontinued,,AlzForum.Therapeutics,pf-06751979
pf-06852231,PF-06852231,https://www.alzforum.org/therapeutics/pf-06852231,,,Small Molecule,Cholinergic System,Alzheimer's Disease,,PF-06852231 is a small-molecule cholinergic modulator. No preclinical information about this compound is published.,discontinued,,AlzForum.Therapeutics,pf-06852231
phenserine,Phenserine,https://www.alzforum.org/therapeutics/phenserine,,,Small Molecule,Cholinergic System,Alzheimer's Disease,,"Phenserine is a physostigmine analog that inhibits acetylcholinesterase. It has also been shown to inhibit Aβ production by reducing expression of APP ( Klein, 2007 ; Venti et al., 2004 ; Utsuki et al., 2006 ).",unknown,,AlzForum.Therapeutics,phenserine
photobiomodulation,PhotoBioModulation,https://www.alzforum.org/therapeutics/photobiomodulation,,,Procedural Intervention,"Inflammation, Unknown","Alzheimer's Disease, Mild Cognitive Impairment, Parkinson's Disease",,Photobiomodulation is a form of light therapy that exposes tissue to red or near-infrared (NIR) light. Low-energy lasers or light-emitting diodes are placed on or near the skin.,unknown,,AlzForum.Therapeutics,photobiomodulation
physostigmine-salicylate,Physostigmine Salicylate,https://www.alzforum.org/therapeutics/physostigmine-salicylate,,,Small Molecule,Cholinergic System,Alzheimer's Disease,,Physostigmine salicylate is a reversible acetylcholinesterase inhibitor that effectively increases the concentration of acetylcholine and thus the stimulation of both nicotinic and muscarinic receptors due to the increase in available acetylcholine at the synapse.,discontinued,,AlzForum.Therapeutics,physostigmine-salicylate
pioglitazone,Pioglitazone,https://www.alzforum.org/therapeutics/pioglitazone,,,Small Molecule,"Inflammation, Other",Mild Cognitive Impairment,Type 2 diabetes mellitus,Pioglitazone is an insulin sensitizer of the thiazolidinedione class of peroxisome-proliferator activated receptor γ (PPARγ) agonists. Takeda developed pioglitazone as a once-daily treatment of type 2 diabetes.,ongoing,,AlzForum.Therapeutics,pioglitazone
piromelatine,Piromelatine,https://www.alzforum.org/therapeutics/piromelatine,,,Small Molecule,"Other Neurotransmitters, Other",Alzheimer's Disease,,"Piromelatine is a multimodal sleep drug. It acts primarily as an agonist of MT1/MT2/MT3 melatonin receptors and serotonin 5-HT1A and 5-HT1D receptors, but reportedly also is a low-affinity antagonist of 5-HT2B, P2X3, and TRPV1 receptors.",ongoing,,AlzForum.Therapeutics,piromelatine
pmn310,PMN310,https://www.alzforum.org/therapeutics/pmn310,,,Immunotherapy (passive),Amyloid-Related,Alzheimer's Disease,,PMN310 is a humanized IgG1 monoclonal antibody to soluble Aβ oligomers. It was raised against a constrained cyclic peptide derived from amino acids 13–16 (HHQK) of Aβ.,ongoing,,AlzForum.Therapeutics,pmn310
pnt001,PNT001,https://www.alzforum.org/therapeutics/pnt001,,,Immunotherapy (passive),Tau,"Alzheimer's Disease, Traumatic Brain Injury",,"PNT001 is a monoclonal antibody to the cis isomer of tau phosphorylated at threonine 231, a form of pathological tau suspected to play a role in traumatic brain injury, chronic traumatic encephalopathy, vascular dementia, and Alzheimer’s disease. Phosphorylated T231 tau exists in cis and trans conformations, as modulated by the peptidyl-prolyl cis/trans isomerase Pin1 ( Galas et al., 2006 ; Hamdane et al, 2006 ).",unknown,,AlzForum.Therapeutics,pnt001
ponezumab,Ponezumab,https://www.alzforum.org/therapeutics/ponezumab,,,Immunotherapy (passive),Amyloid-Related,"Alzheimer's Disease, Cerebral Amyloid Angiopathy",,"Ponezumab (PF-04360365) is a therapeutic antibody originally developed by the small biotech company Rinat Neuroscience. It is a humanized IgG2δA monoclonal antibody that binds the free carboxy terminal amino acids 33-40 of the Aβ 1-40 peptide (see La Porte et al., 2012 ).",discontinued,,AlzForum.Therapeutics,ponezumab
posdinemab,Posdinemab,https://www.alzforum.org/therapeutics/posdinemab,,,Immunotherapy (passive),Tau,Mild AD,,"This humanized IgG1 monoclonal antibody binds the proline-rich domain of tau, on the rationale that such antibodies will more potently interfere with cell-to-cell propagation of pathogenic, aggregated tau than do antibodies targeting tau's N-terminus. It has high affinity for tau phosphorylated at residue 217.",ongoing,,AlzForum.Therapeutics,posdinemab
prasinezumab,Prasinezumab,https://www.alzforum.org/therapeutics/prasinezumab,,,Immunotherapy (passive),alpha-synuclein,Parkinson's Disease,,"Prasinezumab is a humanized IgG1 monoclonal antibody directed against aggregated α-synuclein. Genetic and pathological evidence suggest that this protein plays a central role in the pathogenesis of Parkinson's disease (PD) and other α-synucleinopathies, such as dementia with Lewy bodies (DLB).",ongoing,,AlzForum.Therapeutics,prasinezumab
prazosin,Prazosin,https://www.alzforum.org/therapeutics/prazosin,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,Hypertension,"Prazosin is an α-blocker, that is, an antagonist selective for α-1 adrenergic receptors. These receptors are expressed throughout the brain on vascular smooth muscle cells, where they mediate the vasoconstrictive effect of norepinephrine/adrenaline.",ongoing,,AlzForum.Therapeutics,prazosin
prednisone,Prednisone,https://www.alzforum.org/therapeutics/prednisone,,,Small Molecule,Inflammation,Alzheimer's Disease,,"Prednisone is a corticosteroid drug that is being prescribed in many countries for conditions ranging from severe allergic reactions to arthritis, asthma, and certain autoimmune disorders such as multiple sclerosis and lupus. Prednisone temporarily attracted interest in Alzheimer's research in the late 1990s as a potential treatment option to test the inflammatory hypothesis of Alzheimer's disease.",discontinued,,AlzForum.Therapeutics,prednisone
